Username,Tanggal,Review,Label,review_token,comment_normalize,stopwords_removal,stopwords_removal_final,stemming
Maharanni Rahmadinni,11/01/2023,akhirnya bisa ke bromo jg bareng temen temen  seruuu banget apalagi naik ke kawah bromo   walopun ga tinggi banget  tapi lumayan ya buat yang ga pernah naik gunung  hihi  ,positif,"['akhirnya', 'bisa', 'ke', 'bromo', 'jg', 'bareng', 'temen', 'temen', 'seruuu', 'banget', 'apalagi', 'naik', 'ke', 'kawah', 'bromo', 'walopun', 'ga', 'tinggi', 'banget', 'tapi', 'lumayan', 'ya', 'buat', 'yang', 'ga', 'pernah', 'naik', 'gunung', 'hihi']","['akhirnya', 'bisa', 'ke', 'bromo', 'jg', 'bareng', 'temen', 'temen', 'seruuu', 'banget', 'apalagi', 'naik', 'ke', 'kawah', 'bromo', 'walopun', 'ga', 'tinggi', 'banget', 'tapi', 'lumayan', 'ya', 'buat', 'yang', 'ga', 'pernah', 'naik', 'gunung', 'hihi']","['bromo', 'jg', 'bareng', 'temen', 'temen', 'seruuu', 'banget', 'kawah', 'bromo', 'walopun', 'ga', 'banget', 'lumayan', 'ya', 'ga', 'gunung', 'hihi']","['bromo', 'jg', 'bareng', 'temen', 'temen', 'seruuu', 'banget', 'kawah', 'bromo', 'walopun', 'ga', 'banget', 'lumayan', 'ya', 'ga', 'gunung', 'hihi']","['bromo', 'jg', 'bareng', 'temen', 'temen', 'seruuu', 'banget', 'kawah', 'bromo', 'walopun', 'ga', 'banget', 'lumayan', 'ya', 'ga', 'gunung', 'hihi']"
doktor kaca,11/01/2023,tempat wisata yang di desain supaya kita keluar uang sebanyak banyaknya sekali kesana nggak pingin lagi ,negatif,"['tempat', 'wisata', 'yang', 'di', 'desain', 'supaya', 'kita', 'keluar', 'uang', 'sebanyak', 'banyaknya', 'sekali', 'kesana', 'nggak', 'pingin', 'lagi']","['tempat', 'wisata', 'yang', 'di', 'desain', 'supaya', 'kita', 'keluar', 'uang', 'sebanyak', 'banyaknya', 'sekali', 'kesana', 'nggak', 'pingin', 'lagi']","['wisata', 'desain', 'uang', 'banyaknya', 'kesana', 'nggak', 'pingin']","['wisata', 'desain', 'uang', 'banyaknya', 'kesana', 'nggak', 'pingin']","['wisata', 'desain', 'uang', 'banyak', 'kesana', 'nggak', 'pingin']"
Muhammad Fendi,11/01/2023,info sewa jeep dan homestay bromo tengger semeru jalur malang view lebih bagus  hub  ,positif,"['info', 'sewa', 'jeep', 'dan', 'homestay', 'bromo', 'tengger', 'semeru', 'jalur', 'malang', 'view', 'lebih', 'bagus', 'hub']","['info', 'sewa', 'jeep', 'dan', 'homestay', 'bromo', 'tengger', 'semeru', 'jalur', 'malang', 'view', 'lebih', 'bagus', 'hub']","['info', 'sewa', 'jeep', 'homestay', 'bromo', 'tengger', 'semeru', 'jalur', 'malang', 'view', 'bagus', 'hub']","['info', 'sewa', 'jeep', 'homestay', 'bromo', 'tengger', 'semeru', 'jalur', 'malang', 'view', 'bagus', 'hub']","['info', 'sewa', 'jeep', 'homestay', 'bromo', 'tengger', 'meru', 'jalur', 'malang', 'view', 'bagus', 'hub']"
Juni Ali,11/01/2023,masya allah  indah sekali ciptaan mu ,positif,"['masya', 'allah', 'indah', 'sekali', 'ciptaan', 'mu']","['masya', 'allah', 'indah', 'sekali', 'ciptaan', 'mu']","['masya', 'allah', 'indah', 'ciptaan', 'mu']","['masya', 'allah', 'indah', 'ciptaan', 'mu']","['masya', 'allah', 'indah', 'cipta', 'mu']"
Rhylsi,11/01/2023,beli tiketnya online yaa nanti pesan lewat hp buka link dan isi data diri seperti dan juga pembayarannya secara online transfer begitu kemarin saya berdua kena      cuman mau kaish tau dingin nya dingin polll  malang batu kalah  ,positif,"['beli', 'tiketnya', 'online', 'yaa', 'nanti', 'pesan', 'lewat', 'hp', 'buka', 'link', 'dan', 'isi', 'data', 'diri', 'seperti', 'dan', 'juga', 'pembayarannya', 'secara', 'online', 'transfer', 'begitu', 'kemarin', 'saya', 'berdua', 'kena', 'cuman', 'mau', 'kaish', 'tau', 'dingin', 'nya', 'dingin', 'polll', 'malang', 'batu', 'kalah']","['beli', 'tiketnya', 'online', 'yaa', 'nanti', 'pesan', 'lewat', 'hp', 'buka', 'link', 'dan', 'isi', 'data', 'diri', 'seperti', 'dan', 'juga', 'pembayarannya', 'secara', 'online', 'transfer', 'begitu', 'kemarin', 'saya', 'berdua', 'kena', 'cuman', 'mau', 'kaish', 'tau', 'dingin', 'nya', 'dingin', 'polll', 'malang', 'batu', 'kalah']","['beli', 'tiketnya', 'online', 'yaa', 'pesan', 'hp', 'buka', 'link', 'isi', 'data', 'pembayarannya', 'online', 'transfer', 'kemarin', 'berdua', 'kena', 'cuman', 'kaish', 'tau', 'dingin', 'nya', 'dingin', 'polll', 'malang', 'batu', 'kalah']","['beli', 'tiketnya', 'online', 'yaa', 'pesan', 'hp', 'buka', 'link', 'isi', 'data', 'pembayarannya', 'online', 'transfer', 'kemarin', 'berdua', 'kena', 'cuman', 'kaish', 'tau', 'dingin', 'nya', 'dingin', 'polll', 'malang', 'batu', 'kalah']","['beli', 'tiket', 'online', 'yaa', 'pesan', 'hp', 'buka', 'link', 'isi', 'data', 'bayar', 'online', 'transfer', 'kemarin', 'dua', 'kena', 'cuman', 'kaish', 'tau', 'dingin', 'nya', 'dingin', 'polll', 'malang', 'batu', 'kalah']"
Fabian N.,11/01/2023,indah dan sangat mengesankan  pastinya menjadi sorotan dari setiap perjalanan   ,positif,"['indah', 'dan', 'sangat', 'mengesankan', 'pastinya', 'menjadi', 'sorotan', 'dari', 'setiap', 'perjalanan']","['indah', 'dan', 'sangat', 'mengesankan', 'pastinya', 'menjadi', 'sorotan', 'dari', 'setiap', 'perjalanan']","['indah', 'mengesankan', 'pastinya', 'sorotan', 'perjalanan']","['indah', 'mengesankan', 'pastinya', 'sorotan', 'perjalanan']","['indah', 'kesan', 'pasti', 'sorot', 'jalan']"
Faried Rasyidy Ilyas,11/01/2023,subhanallah     tidak ada yang indah di dunia ini selain ciptaan allah swt  meskipun sdh berkali berkunjung k sini tp masih saja terasa ketagihan melihat ciptaannya        ,positif,"['subhanallah', 'tidak', 'ada', 'yang', 'indah', 'di', 'dunia', 'ini', 'selain', 'ciptaan', 'allah', 'swt', 'meskipun', 'sdh', 'berkali', 'berkunjung', 'k', 'sini', 'tp', 'masih', 'saja', 'terasa', 'ketagihan', 'melihat', 'ciptaannya']","['subhanallah', 'tidak', 'ada', 'yang', 'indah', 'di', 'dunia', 'ini', 'selain', 'ciptaan', 'allah', 'swt', 'meskipun', 'sdh', 'berkali', 'berkunjung', 'k', 'sini', 'tp', 'masih', 'saja', 'terasa', 'ketagihan', 'melihat', 'ciptaannya']","['subhanallah', 'indah', 'dunia', 'ciptaan', 'allah', 'swt', 'sdh', 'berkali', 'berkunjung', 'k', 'tp', 'ketagihan', 'ciptaannya']","['subhanallah', 'indah', 'dunia', 'ciptaan', 'allah', 'swt', 'sdh', 'berkali', 'berkunjung', 'k', 'tp', 'ketagihan', 'ciptaannya']","['subhanallah', 'indah', 'dunia', 'cipta', 'allah', 'swt', 'sdh', 'kali', 'kunjung', 'k', 'tp', 'tagih', 'cipta']"
ArtDhan Saksono,11/01/2023,sayangnya aku takut ketinggihan    masya alloh indahnya   ,negatif,"['sayangnya', 'aku', 'takut', 'ketinggihan', 'masya', 'alloh', 'indahnya']","['sayangnya', 'aku', 'takut', 'ketinggihan', 'masya', 'alloh', 'indahnya']","['sayangnya', 'takut', 'ketinggihan', 'masya', 'alloh', 'indahnya']","['sayangnya', 'takut', 'ketinggihan', 'masya', 'alloh', 'indahnya']","['sayang', 'takut', 'ketinggihan', 'masya', 'alloh', 'indah']"
Pemuda Madinah,11/01/2023,suasana enak banget,positif,"['suasana', 'enak', 'banget']","['suasana', 'enak', 'banget']","['suasana', 'enak', 'banget']","['suasana', 'enak', 'banget']","['suasana', 'enak', 'banget']"
Eka novita,11/01/2023,sangat indah tmpatx dan dingin bgt   sampai ngk ingin plng klo lg sama ayang,positif,"['sangat', 'indah', 'tmpatx', 'dan', 'dingin', 'bgt', 'sampai', 'ngk', 'ingin', 'plng', 'klo', 'lg', 'sama', 'ayang']","['sangat', 'indah', 'tmpatx', 'dan', 'dingin', 'bgt', 'sampai', 'ngk', 'ingin', 'plng', 'klo', 'lg', 'sama', 'ayang']","['indah', 'tmpatx', 'dingin', 'bgt', 'ngk', 'plng', 'klo', 'lg', 'ayang']","['indah', 'tmpatx', 'dingin', 'bgt', 'ngk', 'plng', 'klo', 'lg', 'ayang']","['indah', 'tmpatx', 'dingin', 'bgt', 'ngk', 'plng', 'klo', 'lg', 'ayang']"
alipgumehgumirah alip,11/01/2023,gunung bromo sih indah kita juga bisa lihat awan secara dekat jadi ku beri bintang aja ya karena ada kekurangan nya,positif,"['gunung', 'bromo', 'sih', 'indah', 'kita', 'juga', 'bisa', 'lihat', 'awan', 'secara', 'dekat', 'jadi', 'ku', 'beri', 'bintang', 'aja', 'ya', 'karena', 'ada', 'kekurangan', 'nya']","['gunung', 'bromo', 'sih', 'indah', 'kita', 'juga', 'bisa', 'lihat', 'awan', 'secara', 'dekat', 'jadi', 'ku', 'beri', 'bintang', 'aja', 'ya', 'karena', 'ada', 'kekurangan', 'nya']","['gunung', 'bromo', 'sih', 'indah', 'lihat', 'awan', 'ku', 'bintang', 'aja', 'ya', 'kekurangan', 'nya']","['gunung', 'bromo', 'sih', 'indah', 'lihat', 'awan', 'ku', 'bintang', 'aja', 'ya', 'kekurangan', 'nya']","['gunung', 'bromo', 'sih', 'indah', 'lihat', 'awan', 'ku', 'bintang', 'aja', 'ya', 'kurang', 'nya']"
Agus Supriono,11/01/2023,walaupun capek naik tangga ke kawah gunung bromo   nyampe di bibir kawah capeknya lsng hilang melihat indahnya pemandangan alam di sekitarnya,positif,"['walaupun', 'capek', 'naik', 'tangga', 'ke', 'kawah', 'gunung', 'bromo', 'nyampe', 'di', 'bibir', 'kawah', 'capeknya', 'lsng', 'hilang', 'melihat', 'indahnya', 'pemandangan', 'alam', 'di', 'sekitarnya']","['walaupun', 'capek', 'naik', 'tangga', 'ke', 'kawah', 'gunung', 'bromo', 'nyampe', 'di', 'bibir', 'kawah', 'capeknya', 'lsng', 'hilang', 'melihat', 'indahnya', 'pemandangan', 'alam', 'di', 'sekitarnya']","['capek', 'tangga', 'kawah', 'gunung', 'bromo', 'nyampe', 'bibir', 'kawah', 'capeknya', 'lsng', 'hilang', 'indahnya', 'pemandangan', 'alam']","['capek', 'tangga', 'kawah', 'gunung', 'bromo', 'nyampe', 'bibir', 'kawah', 'capeknya', 'lsng', 'hilang', 'indahnya', 'pemandangan', 'alam']","['capek', 'tangga', 'kawah', 'gunung', 'bromo', 'nyampe', 'bibir', 'kawah', 'capek', 'lsng', 'hilang', 'indah', 'pandang', 'alam']"
Muhammad sauqi Mubarok,11/01/2023,bagus,positif,['bagus'],['bagus'],['bagus'],['bagus'],['bagus']
Donny Yudha,11/01/2023,wajib dikunjunginnn      ,positif,"['wajib', 'dikunjunginnn']","['wajib', 'dikunjunginnn']","['wajib', 'dikunjunginnn']","['wajib', 'dikunjunginnn']","['wajib', 'dikunjunginnn']"
teguh haryadi,11/01/2023,ternyata kesini lebih murah jalan sendiri daripada ikut paket wisata hihi  klo sudah di terminal probolinggo budget an cukup untuk nginap semalam   ke lokasi bromonya,negatif,"['ternyata', 'kesini', 'lebih', 'murah', 'jalan', 'sendiri', 'daripada', 'ikut', 'paket', 'wisata', 'hihi', 'klo', 'sudah', 'di', 'terminal', 'probolinggo', 'budget', 'an', 'cukup', 'untuk', 'nginap', 'semalam', 'ke', 'lokasi', 'bromonya']","['ternyata', 'kesini', 'lebih', 'murah', 'jalan', 'sendiri', 'daripada', 'ikut', 'paket', 'wisata', 'hihi', 'klo', 'sudah', 'di', 'terminal', 'probolinggo', 'budget', 'an', 'cukup', 'untuk', 'nginap', 'semalam', 'ke', 'lokasi', 'bromonya']","['kesini', 'murah', 'jalan', 'paket', 'wisata', 'hihi', 'klo', 'terminal', 'probolinggo', 'budget', 'an', 'nginap', 'semalam', 'lokasi', 'bromonya']","['kesini', 'murah', 'jalan', 'paket', 'wisata', 'hihi', 'klo', 'terminal', 'probolinggo', 'budget', 'an', 'nginap', 'semalam', 'lokasi', 'bromonya']","['kesini', 'murah', 'jalan', 'paket', 'wisata', 'hihi', 'klo', 'terminal', 'probolinggo', 'budget', 'an', 'nginap', 'malam', 'lokasi', 'bromonya']"
Panangkas 2,11/01/2023,gunung bromo luar biasa perjalananya menuju puncak yang ruas jalanya kecil kiri kanan jurang bikin gemetaran bawa trail pertama kali disana,positif,"['gunung', 'bromo', 'luar', 'biasa', 'perjalananya', 'menuju', 'puncak', 'yang', 'ruas', 'jalanya', 'kecil', 'kiri', 'kanan', 'jurang', 'bikin', 'gemetaran', 'bawa', 'trail', 'pertama', 'kali', 'disana']","['gunung', 'bromo', 'luar', 'biasa', 'perjalananya', 'menuju', 'puncak', 'yang', 'ruas', 'jalanya', 'kecil', 'kiri', 'kanan', 'jurang', 'bikin', 'gemetaran', 'bawa', 'trail', 'pertama', 'kali', 'disana']","['gunung', 'bromo', 'perjalananya', 'puncak', 'ruas', 'jalanya', 'kiri', 'kanan', 'jurang', 'bikin', 'gemetaran', 'bawa', 'trail', 'kali', 'disana']","['gunung', 'bromo', 'perjalananya', 'puncak', 'ruas', 'jalanya', 'kiri', 'kanan', 'jurang', 'bikin', 'gemetaran', 'bawa', 'trail', 'kali', 'disana']","['gunung', 'bromo', 'perjalananya', 'puncak', 'ruas', 'jala', 'kiri', 'kanan', 'jurang', 'bikin', 'gemetar', 'bawa', 'trail', 'kali', 'sana']"
Berlan Tour & Transport Jogja,11/01/2023,gunung dg view paling indah di java  klw mau explore persiapkan fisik  karena suhu dititik terendah bisa  ,positif,"['gunung', 'dg', 'view', 'paling', 'indah', 'di', 'java', 'klw', 'mau', 'explore', 'persiapkan', 'fisik', 'karena', 'suhu', 'dititik', 'terendah', 'bisa']","['gunung', 'dg', 'view', 'paling', 'indah', 'di', 'java', 'klw', 'mau', 'explore', 'persiapkan', 'fisik', 'karena', 'suhu', 'dititik', 'terendah', 'bisa']","['gunung', 'dg', 'view', 'indah', 'java', 'klw', 'explore', 'persiapkan', 'fisik', 'suhu', 'dititik', 'terendah']","['gunung', 'dg', 'view', 'indah', 'java', 'klw', 'explore', 'persiapkan', 'fisik', 'suhu', 'dititik', 'terendah']","['gunung', 'dg', 'view', 'indah', 'java', 'klw', 'explore', 'siap', 'fisik', 'suhu', 'titik', 'rendah']"
Andi Muhammad Akbar,11/01/2023,pemandangan yang indah  sangat panas ,positif,"['pemandangan', 'yang', 'indah', 'sangat', 'panas']","['pemandangan', 'yang', 'indah', 'sangat', 'panas']","['pemandangan', 'indah', 'panas']","['pemandangan', 'indah', 'panas']","['pandang', 'indah', 'panas']"
Ake Widyastomo,11/01/2023,kunjungan anda ke kawasan bromo tengger semeru belum lengkap jika belum menyaksikan keindahannya dari puncak kawah bromo  pendakian memakan waktu sekitar  menit melalui rute berbatu terjal dengan panjang jalur kurang lebih   kilometer   ,positif,"['kunjungan', 'anda', 'ke', 'kawasan', 'bromo', 'tengger', 'semeru', 'belum', 'lengkap', 'jika', 'belum', 'menyaksikan', 'keindahannya', 'dari', 'puncak', 'kawah', 'bromo', 'pendakian', 'memakan', 'waktu', 'sekitar', 'menit', 'melalui', 'rute', 'berbatu', 'terjal', 'dengan', 'panjang', 'jalur', 'kurang', 'lebih', 'kilometer']","['kunjungan', 'anda', 'ke', 'kawasan', 'bromo', 'tengger', 'semeru', 'belum', 'lengkap', 'jika', 'belum', 'menyaksikan', 'keindahannya', 'dari', 'puncak', 'kawah', 'bromo', 'pendakian', 'memakan', 'waktu', 'sekitar', 'menit', 'melalui', 'rute', 'berbatu', 'terjal', 'dengan', 'panjang', 'jalur', 'kurang', 'lebih', 'kilometer']","['kunjungan', 'kawasan', 'bromo', 'tengger', 'semeru', 'lengkap', 'menyaksikan', 'keindahannya', 'puncak', 'kawah', 'bromo', 'pendakian', 'memakan', 'menit', 'rute', 'berbatu', 'terjal', 'jalur', 'kilometer']","['kunjungan', 'kawasan', 'bromo', 'tengger', 'semeru', 'lengkap', 'menyaksikan', 'keindahannya', 'puncak', 'kawah', 'bromo', 'pendakian', 'memakan', 'menit', 'rute', 'berbatu', 'terjal', 'jalur', 'kilometer']","['kunjung', 'kawasan', 'bromo', 'tengger', 'meru', 'lengkap', 'saksi', 'indah', 'puncak', 'kawah', 'bromo', 'daki', 'makan', 'menit', 'rute', 'batu', 'terjal', 'jalur', 'kilometer']"
Hidayatul Muttaqin,11/01/2023,datang ke bromo adalah impianku  kl ada kesempatan aku masih mau datang utk yg ke  kalinya  ciptaan allah swt begitu indah,positif,"['datang', 'ke', 'bromo', 'adalah', 'impianku', 'kl', 'ada', 'kesempatan', 'aku', 'masih', 'mau', 'datang', 'utk', 'yg', 'ke', 'kalinya', 'ciptaan', 'allah', 'swt', 'begitu', 'indah']","['datang', 'ke', 'bromo', 'adalah', 'impianku', 'kl', 'ada', 'kesempatan', 'aku', 'masih', 'mau', 'datang', 'utk', 'yg', 'ke', 'kalinya', 'ciptaan', 'allah', 'swt', 'begitu', 'indah']","['bromo', 'impianku', 'kl', 'kesempatan', 'utk', 'yg', 'kalinya', 'ciptaan', 'allah', 'swt', 'indah']","['bromo', 'impianku', 'kl', 'kesempatan', 'utk', 'yg', 'kalinya', 'ciptaan', 'allah', 'swt', 'indah']","['bromo', 'impi', 'kl', 'sempat', 'utk', 'yg', 'kali', 'cipta', 'allah', 'swt', 'indah']"
abdul nadjib,11/01/2023,gunung bromo sungguh indah    sunset di bukit kingkong,positif,"['gunung', 'bromo', 'sungguh', 'indah', 'sunset', 'di', 'bukit', 'kingkong']","['gunung', 'bromo', 'sungguh', 'indah', 'sunset', 'di', 'bukit', 'kingkong']","['gunung', 'bromo', 'sungguh', 'indah', 'sunset', 'bukit', 'kingkong']","['gunung', 'bromo', 'sungguh', 'indah', 'sunset', 'bukit', 'kingkong']","['gunung', 'bromo', 'sungguh', 'indah', 'sunset', 'bukit', 'kingkong']"
Juan Xaverian,11/01/2023,disarankan membeli tiket atau karcis jauh jauh hari secara online  karena saat offline biasanya biaya yang diminta lebih besar dari harga tiket atau karcis biasanya ,positif,"['disarankan', 'membeli', 'tiket', 'atau', 'karcis', 'jauh', 'jauh', 'hari', 'secara', 'online', 'karena', 'saat', 'offline', 'biasanya', 'biaya', 'yang', 'diminta', 'lebih', 'besar', 'dari', 'harga', 'tiket', 'atau', 'karcis', 'biasanya']","['disarankan', 'membeli', 'tiket', 'atau', 'karcis', 'jauh', 'jauh', 'hari', 'secara', 'online', 'karena', 'saat', 'offline', 'biasanya', 'biaya', 'yang', 'diminta', 'lebih', 'besar', 'dari', 'harga', 'tiket', 'atau', 'karcis', 'biasanya']","['disarankan', 'membeli', 'tiket', 'karcis', 'online', 'offline', 'biaya', 'harga', 'tiket', 'karcis']","['disarankan', 'membeli', 'tiket', 'karcis', 'online', 'offline', 'biaya', 'harga', 'tiket', 'karcis']","['saran', 'beli', 'tiket', 'karcis', 'online', 'offline', 'biaya', 'harga', 'tiket', 'karcis']"
Asni Yati,11/01/2023,lihat sunset   sedia jaket sarung tangan dan syal yaaa   karena dingiin sekaliiii   ,positif,"['lihat', 'sunset', 'sedia', 'jaket', 'sarung', 'tangan', 'dan', 'syal', 'yaaa', 'karena', 'dingiin', 'sekaliiii']","['lihat', 'sunset', 'sedia', 'jaket', 'sarung', 'tangan', 'dan', 'syal', 'yaaa', 'karena', 'dingiin', 'sekaliiii']","['lihat', 'sunset', 'sedia', 'jaket', 'sarung', 'tangan', 'syal', 'yaaa', 'dingiin', 'sekaliiii']","['lihat', 'sunset', 'sedia', 'jaket', 'sarung', 'tangan', 'syal', 'yaaa', 'dingiin', 'sekaliiii']","['lihat', 'sunset', 'sedia', 'jaket', 'sarung', 'tangan', 'syal', 'yaaa', 'dingiin', 'sekaliiii']"
Sugheta Vanhouten,11/01/2023,setelah di padang pasir gerimis melanda  trabas lanjut ke puncak batok sebelum ke bromo namun perjalanan lanjut mnt ke pnck batok,positif,"['setelah', 'di', 'padang', 'pasir', 'gerimis', 'melanda', 'trabas', 'lanjut', 'ke', 'puncak', 'batok', 'sebelum', 'ke', 'bromo', 'namun', 'perjalanan', 'lanjut', 'mnt', 'ke', 'pnck', 'batok']","['setelah', 'di', 'padang', 'pasir', 'gerimis', 'melanda', 'trabas', 'lanjut', 'ke', 'puncak', 'batok', 'sebelum', 'ke', 'bromo', 'namun', 'perjalanan', 'lanjut', 'mnt', 'ke', 'pnck', 'batok']","['padang', 'pasir', 'gerimis', 'melanda', 'trabas', 'puncak', 'batok', 'bromo', 'perjalanan', 'mnt', 'pnck', 'batok']","['padang', 'pasir', 'gerimis', 'melanda', 'trabas', 'puncak', 'batok', 'bromo', 'perjalanan', 'mnt', 'pnck', 'batok']","['padang', 'pasir', 'gerimis', 'landa', 'trabas', 'puncak', 'batok', 'bromo', 'jalan', 'mnt', 'pnck', 'batok']"
Gerry,11/01/2023,first time dateng kegunung bromo  takjub saya melihat pemandangan yang begitu indah  jadi pengen lagi,positif,"['first', 'time', 'dateng', 'kegunung', 'bromo', 'takjub', 'saya', 'melihat', 'pemandangan', 'yang', 'begitu', 'indah', 'jadi', 'pengen', 'lagi']","['first', 'time', 'dateng', 'kegunung', 'bromo', 'takjub', 'saya', 'melihat', 'pemandangan', 'yang', 'begitu', 'indah', 'jadi', 'pengen', 'lagi']","['first', 'time', 'dateng', 'kegunung', 'bromo', 'takjub', 'pemandangan', 'indah', 'pengen']","['first', 'time', 'dateng', 'kegunung', 'bromo', 'takjub', 'pemandangan', 'indah', 'pengen']","['first', 'time', 'dateng', 'gunung', 'bromo', 'takjub', 'pandang', 'indah', 'ken']"
ToKE,11/01/2023,bagus pemandangannya,positif,"['bagus', 'pemandangannya']","['bagus', 'pemandangannya']","['bagus', 'pemandangannya']","['bagus', 'pemandangannya']","['bagus', 'pandang']"
יצחק בוקסר,11/01/2023,pemandangan menakjubkan   ,positif,"['pemandangan', 'menakjubkan']","['pemandangan', 'menakjubkan']","['pemandangan', 'menakjubkan']","['pemandangan', 'menakjubkan']","['pandang', 'takjub']"
Nia Dewi Nursafitri,11/01/2023,pemandangannya alam nya bagus banget    ,positif,"['pemandangannya', 'alam', 'nya', 'bagus', 'banget']","['pemandangannya', 'alam', 'nya', 'bagus', 'banget']","['pemandangannya', 'alam', 'nya', 'bagus', 'banget']","['pemandangannya', 'alam', 'nya', 'bagus', 'banget']","['pandang', 'alam', 'nya', 'bagus', 'banget']"
Adnan Malay Adnan,11/01/2023,masya allah  luar biasa  ,positif,"['masya', 'allah', 'luar', 'biasa']","['masya', 'allah', 'luar', 'biasa']","['masya', 'allah']","['masya', 'allah']","['masya', 'allah']"
FERI F,11/01/2023,keren banget banget indahnya ciptaan allah   hamil  bln naik jeep n orgnya baik bgt pak  diah dijamin top  perjalanan yg terlalu manis untuk dilupakan,positif,"['keren', 'banget', 'banget', 'indahnya', 'ciptaan', 'allah', 'hamil', 'bln', 'naik', 'jeep', 'n', 'orgnya', 'baik', 'bgt', 'pak', 'diah', 'dijamin', 'top', 'perjalanan', 'yg', 'terlalu', 'manis', 'untuk', 'dilupakan']","['keren', 'banget', 'banget', 'indahnya', 'ciptaan', 'allah', 'hamil', 'bln', 'naik', 'jeep', 'n', 'orgnya', 'baik', 'bgt', 'pak', 'diah', 'dijamin', 'top', 'perjalanan', 'yg', 'terlalu', 'manis', 'untuk', 'dilupakan']","['keren', 'banget', 'banget', 'indahnya', 'ciptaan', 'allah', 'hamil', 'bln', 'jeep', 'n', 'orgnya', 'bgt', 'diah', 'dijamin', 'top', 'perjalanan', 'yg', 'manis', 'dilupakan']","['keren', 'banget', 'banget', 'indahnya', 'ciptaan', 'allah', 'hamil', 'bln', 'jeep', 'n', 'orgnya', 'bgt', 'diah', 'dijamin', 'top', 'perjalanan', 'yg', 'manis', 'dilupakan']","['keren', 'banget', 'banget', 'indah', 'cipta', 'allah', 'hamil', 'bln', 'jeep', 'n', 'orgnya', 'bgt', 'diah', 'jamin', 'top', 'jalan', 'yg', 'manis', 'lupa']"
Agung Setyawan,11/01/2023,mantappp bgt view nya   jeepnya mantappp   ademmm brrrrr,positif,"['mantappp', 'bgt', 'view', 'nya', 'jeepnya', 'mantappp', 'ademmm', 'brrrrr']","['mantappp', 'bgt', 'view', 'nya', 'jeepnya', 'mantappp', 'ademmm', 'brrrrr']","['mantappp', 'bgt', 'view', 'nya', 'jeepnya', 'mantappp', 'ademmm', 'brrrrr']","['mantappp', 'bgt', 'view', 'nya', 'jeepnya', 'mantappp', 'ademmm', 'brrrrr']","['mantappp', 'bgt', 'view', 'nya', 'jeepnya', 'mantappp', 'ademmm', 'brrrrr']"
Muhamad Rizqi Habibbullah,11/01/2023,banyak pilihan wisata alamnya  keren,positif,"['banyak', 'pilihan', 'wisata', 'alamnya', 'keren']","['banyak', 'pilihan', 'wisata', 'alamnya', 'keren']","['pilihan', 'wisata', 'alamnya', 'keren']","['pilihan', 'wisata', 'alamnya', 'keren']","['pilih', 'wisata', 'alam', 'keren']"
fathul25,12/12/2022,tempatnya bagus  dan pengen kesana lgi,positif,"['tempatnya', 'bagus', 'dan', 'pengen', 'kesana', 'lgi']","['tempatnya', 'bagus', 'dan', 'pengen', 'kesana', 'lgi']","['tempatnya', 'bagus', 'pengen', 'kesana', 'lgi']","['tempatnya', 'bagus', 'pengen', 'kesana', 'lgi']","['tempat', 'bagus', 'ken', 'kesana', 'lgi']"
prima kurniawan,12/12/2022,prewed di bromo samgat bagus,positif,"['prewed', 'di', 'bromo', 'samgat', 'bagus']","['prewed', 'di', 'bromo', 'samgat', 'bagus']","['prewed', 'bromo', 'samgat', 'bagus']","['prewed', 'bromo', 'samgat', 'bagus']","['prewed', 'bromo', 'samgat', 'bagus']"
